id,name_ar,name_en,price_omr,discount_price_omr,status,images,short_desc_ar,short_desc_en,long_desc_ar,long_desc_en,platform,active,options
offline1,Black Myth: Wukong,Black Myth: Wukong,24,2.5,sale,https://cdn.cdkeys.com/496x700/media/catalog/product/b/l/black-myth-wukong-steam_3.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,1,منصة ستيم:2.5
offline2,Elden Ring,Elden Ring,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/1245620/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline3,Hogwarts Legacy,Hogwarts Legacy,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/990080/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline4,Cyberpunk 2077,Cyberpunk 2077,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/1091500/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline5,Sekiro: Shadows Die Twice - GOTY Edition,Sekiro: Shadows Die Twice - GOTY Edition,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/814380/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline6,The Witcher 3: Wild Hunt,The Witcher 3: Wild Hunt,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/292030/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline7,Marvel’s Spider-Man Remastered,Marvel’s Spider-Man Remastered,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/1817070/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline8,Marvel’s Spider-Man: Miles Morales,Marvel’s Spider-Man: Miles Morales,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/1817190/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline9,God of War,God of War,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/1593500/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
offline10,Days Gone,Days Gone,24,2.5,sale,https://cdn.cloudflare.steamstatic.com/steam/apps/1259420/library_600x900.jpg,ارخص العاب الاوفلاين يوفرها لكم متجر ديف,,"✅ مميزات الخدمة 
✔️ بعد الدفع تحصل على حساب Steam مخصص للّعب في وضع الأوفلاين، ويتم حفظ تقدمك على جهازك فقط. 
✔️ يمكنك تحديث اللعبة في أي وقت. 
⌛️ لا يوجد حد لوقت اللعب — العب وقت ما تريد وبالمدة التي تناسبك. 
--- 
🎮 طريقة التفعيل (مختصرة جداً) 
1. سجّل الدخول إلى حساب Steam الذي يصلك بعد الشراء. 
2. من إعدادات Steam ادخل إلى **Settings → Cloud** وقم بإيقاف أول خيار. 
3. نزّل اللعبة من المكتبة. 
4. شغّل اللعبة مرة واحدة أونلاين حتى تظهر القائمة الرئيسية، ثم أغلقها. 
5. لتحويل Steam إلى وضع الأوفلاين: من أعلى اليسار اضغط **Steam → Go Offline**. 
6. ❗ دايمًا العب بوضع الأوفلاين — يُمنع اللعب أونلاين إلا عند التفعيل فقط. 
7. استمتع باللعب بلا حدود. 
--- 
📌 معلومات إضافية مهمة 
☑️ تبديل الحسابات يتم بدون أكواد، ويمكنك الرجوع للحساب في أي وقت. 
☑️ دعم فني لمدة **3 أشهر**. 
☑️ التفعيل لا يحتاج أي برامج طرف ثالث. 
☑️ قد يتم فقدان التفعيل بعد تحديث ويندوز أو تغيير القطع؛ يُفضّل إيقاف التحديثات أثناء اللعب. 
☑️ يمكنك تحديث اللعبة متى ما احتجت. 
☑️ يجب اتباع التعليمات بدقة لتجنّب أي مشكلة. 
❗ يمنع تغيير معلومات الحساب. 
--- 
💬 واجهتك أي مشكلة؟ 
تواصل معنا وسنساعدك فوراً. ",,PC \ Steam,,
